date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:48:49	172/172	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20May%202023%2014:18:57%20GMT	https://themeforest.net/item/callum-personal-portfolio-react-template/full_screen_preview/43862814	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/themeforest.net/item/callum-personal-portfolio-react-template/full_screen_preview/43862814	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:49	247295/247295	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c2915299f466150a19988a2138b7d610%22	https://public-assets.envato-static.com/assets/market/core/index-be620ef58bbe7d7ec81575cfa11a1892527a6f8f76ef9744ba0a160e54c274c9.js	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/market/core/index-be620ef58bbe7d7ec81575cfa11a1892527a6f8f76ef9744ba0a160e54c274c9.js	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:50	1784/1784	---MCZ	200	added ('OK')	application/javascript	etag:W/%225336c09fed9a1d4908f9ff2a31ef4551%22	https://public-assets.envato-static.com/assets/market/core/lazyload-8fece1937c7ee353a3c8c4228e4aec926ed4638a910fa8a119e3be2145a2dac7.js	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/market/core/lazyload-8fece1937c7ee353a3c8c4228e4aec926ed4638a910fa8a119e3be2145a2dac7.js	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:50	560706/560706	---MCZ	200	added ('OK')	application/javascript	etag:W/%22db40135b12a50956d5a9f4c3e781409c%22	https://public-assets.envato-static.com/assets/market/pages/default/index-75001380379e500fd6c4da1d886b178731fcac2bd882e672dd3a2a031a4ef30d.js	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/market/pages/default/index-75001380379e500fd6c4da1d886b178731fcac2bd882e672dd3a2a031a4ef30d.js	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:51	109152/109152	---M-Z	200	added ('OK')	application/javascript	etag:%223cf4233d995cd91:0%22	https://consent.cookiebot.com/uc.js	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/consent.cookiebot.com/uc.js	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:51	892/892	---M--	200	added ('OK')	application/javascript	etag:%22bdc098124c5a4a643ff87d707e8b3fdf%22	https://public-assets.envato-static.com/assets/market/core/standardised_google_analytics_helpers-3bc54d0cbac28acaf9e49915490168f52bb9b8bea5d35f6edabb67a686a83af4.js	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/market/core/standardised_google_analytics_helpers-3bc54d0cbac28acaf9e49915490168f52bb9b8bea5d35f6edabb67a686a83af4.js	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:52	21/21	---MCZ	404	error ('Not%20Found')	text/plain	date:Wed,%2010%20May%202023%2014:19:00%20GMT	https://themeforest.net/item/callum-personal-portfolio-react-template/linkid.js	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/themeforest.net/item/callum-personal-portfolio-react-template/linkid.js	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:53	52082/52082	---MC-	200	added ('OK')	text/javascript	date:Mon,%2017%20Apr%202023%2022:36:01%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/www.google-analytics.com/analytics.js	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:53	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2010%20May%202023%2014:19:02%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/www.googletagmanager.com/gtm.1c5445.delayed	(from https://themeforest.net/item/callum-personal-portfolio-react-template/43862814)
19:48:54	4582/4582	---M--	200	added ('OK')	image/gif	etag:%22b82fe82bf7b78763e2fb6079e484ba04%22	https://public-assets.envato-static.com/assets/common/pagination_loader-ccdae013a8bbb92cbd0d52d6e1db2fea8a05b335a67409822029a16505e9adb5.gif	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/common/pagination_loader-ccdae013a8bbb92cbd0d52d6e1db2fea8a05b335a67409822029a16505e9adb5.gif	(from https://public-assets.envato-static.com/assets/market/core/index-84b1df7c847243ae607f480f1ed55d6b29d251943dc6d0c411adf774d6b01b6a.css)
19:48:54	6660/6660	---M--	200	added ('OK')	image/gif	etag:%2274e155788e5135bf381cb1c1d344396e%22	https://public-assets.envato-static.com/assets/common/input-validation__pending-eda46ca6b1d93ee958f6291dcffb19f26970274b1a3405d86e6194d9486f330b.gif	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/common/input-validation__pending-eda46ca6b1d93ee958f6291dcffb19f26970274b1a3405d86e6194d9486f330b.gif	(from https://public-assets.envato-static.com/assets/market/core/index-84b1df7c847243ae607f480f1ed55d6b29d251943dc6d0c411adf774d6b01b6a.css)
19:48:55	64841/64841	---M--	200	added ('OK')	image/jpeg	etag:%22df8b48b53438724d0234eefaa330fda7%22	https://public-assets.envato-static.com/assets/community-research/bg-community-research-b8a71218af174a3ae434a3f085b1de4466416b2af9b6915620830121b5a93ad7.jpg	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/community-research/bg-community-research-b8a71218af174a3ae434a3f085b1de4466416b2af9b6915620830121b5a93ad7.jpg	(from https://public-assets.envato-static.com/assets/market/core/index-84b1df7c847243ae607f480f1ed55d6b29d251943dc6d0c411adf774d6b01b6a.css)
19:48:55	124777/124777	---M--	200	added ('OK')	image/png	etag:%2284b0b1f921a5a63a2f0fdf696c13d41e%22	https://public-assets.envato-static.com/assets/generated_sprites/logos_2x-e385160dbd01e36a8d63d91938791184292305a2df166640baee0f7be3c9b481.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/generated_sprites/logos_2x-e385160dbd01e36a8d63d91938791184292305a2df166640baee0f7be3c9b481.png	(from https://public-assets.envato-static.com/assets/market/core/index-84b1df7c847243ae607f480f1ed55d6b29d251943dc6d0c411adf774d6b01b6a.css)
19:48:56	32134/32134	---M--	200	added ('OK')	image/jpeg	etag:%224a58a3a49c8911a6fec40b8cdebf853e%22	https://public-assets.envato-static.com/assets/badges/bg-badges-6eebf349b6d8ee7ced4be440ca5e67d25ec10f8dcc1ecff89b1614b32bc13e40.jpg	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/badges/bg-badges-6eebf349b6d8ee7ced4be440ca5e67d25ec10f8dcc1ecff89b1614b32bc13e40.jpg	(from https://public-assets.envato-static.com/assets/market/core/index-84b1df7c847243ae607f480f1ed55d6b29d251943dc6d0c411adf774d6b01b6a.css)
19:48:56	22310/22310	---M--	200	added ('OK')	image/png	etag:%2299a53d8c1bbc9f8646d60d3cc95cb5f5%22	https://public-assets.envato-static.com/assets/common/bg-page-section--light-df7df4ee3302cefd79e92f8178eed1e5d4e535f3b5450288dcc05ba63bfbe904.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/common/bg-page-section--light-df7df4ee3302cefd79e92f8178eed1e5d4e535f3b5450288dcc05ba63bfbe904.png	(from https://public-assets.envato-static.com/assets/market/core/index-84b1df7c847243ae607f480f1ed55d6b29d251943dc6d0c411adf774d6b01b6a.css)
19:48:56	22101/22101	---M--	200	added ('OK')	image/png	etag:%226b195cc4074de3a0c0bdad888e12e85e%22	https://public-assets.envato-static.com/assets/common/bg-page-section-a07ab97ca4070e5b25b36ca4d0f246eb1c7ed28403482e573fac8b14dcd2c112.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/common/bg-page-section-a07ab97ca4070e5b25b36ca4d0f246eb1c7ed28403482e573fac8b14dcd2c112.png	(from https://public-assets.envato-static.com/assets/market/core/index-84b1df7c847243ae607f480f1ed55d6b29d251943dc6d0c411adf774d6b01b6a.css)
19:48:57	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2010%20May%202023%2014:19:06%20GMT	https://public-assets.envato-static.com/images/down.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/images/down.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:57	47073/47073	---M--	200	added ('OK')	image/jpeg	etag:%2211985af46774cd9dc882eb2f2228cdcd%22	https://public-assets.envato-static.com/assets/homepage_banner-2f27e5e7bc49b0d27874d2780405656df3dc3165c3af8f67b17db02b8f3660f4.jpg	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/homepage_banner-2f27e5e7bc49b0d27874d2780405656df3dc3165c3af8f67b17db02b8f3660f4.jpg	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:57	1849/1849	---M--	200	added ('OK')	image/gif	etag:%22d9e46a5171a6e07ed50b2d3ce885d541%22	https://public-assets.envato-static.com/assets/common/small_loader-c10617fc93d9927b6ee25472fa7e3b9dc50ec6541af04dfa0acfcbca9338e79e.gif	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/common/small_loader-c10617fc93d9927b6ee25472fa7e3b9dc50ec6541af04dfa0acfcbca9338e79e.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:58	673/673	---M--	200	added ('OK')	image/gif	etag:%222a6692973429d7a74513bfa8bcb5be20%22	https://public-assets.envato-static.com/assets/upload_icons/loading-40b3fa240d6110584d960ab42709b732da4cdcf9a0ebbada2eac6ec62c6d5589.gif	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/upload_icons/loading-40b3fa240d6110584d960ab42709b732da4cdcf9a0ebbada2eac6ec62c6d5589.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:58	1559/1559	---M--	200	added ('OK')	image/png	etag:%227685ffd6afe9a04899d210fc73b963d0%22	https://public-assets.envato-static.com/assets/upload_icons/ok-eeeeafda72aa861f7971ae20fae275d2526936792e6314c8f414eb7d08e0fc6d.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/upload_icons/ok-eeeeafda72aa861f7971ae20fae275d2526936792e6314c8f414eb7d08e0fc6d.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:58	1115/1115	---M--	200	added ('OK')	image/png	etag:%223f8e788710891a5ffc38fe78f73522f5%22	https://public-assets.envato-static.com/assets/upload_icons/transit-b7d142c94072c8dabf73cba8b62708e64594634f836b42102f6940686b302b3f.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/upload_icons/transit-b7d142c94072c8dabf73cba8b62708e64594634f836b42102f6940686b302b3f.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:59	11144/11144	---M--	200	added ('OK')	image/png	etag:%226e19fbb0063fd75333c4b18f1dda730b%22	https://public-assets.envato-static.com/assets/earnings-page/blueskies@2x-db3024d4bdd6f4ee90fc510b3bb2615c445c2d35b8ee5eaec2b5705f2f01bad0.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/earnings-page/blueskies@2x-db3024d4bdd6f4ee90fc510b3bb2615c445c2d35b8ee5eaec2b5705f2f01bad0.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:59	12081/12081	---M--	200	added ('OK')	image/png	etag:%220657182e94dfbcdaf644b1e01a3c37f0%22	https://public-assets.envato-static.com/assets/earnings-page/spacedata@2x-f9e705a99310b2156ca3851320291c5b88f1bdf1a4507368c632cb733a712861.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/earnings-page/spacedata@2x-f9e705a99310b2156ca3851320291c5b88f1bdf1a4507368c632cb733a712861.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:59	13656/13656	---M--	200	added ('OK')	image/png	etag:%2217a64a16b9c94606208e2a985a7f96ff%22	https://public-assets.envato-static.com/assets/earnings-page/caveman@2x-87989dc113b31eea9fde169f7acaec88ffd11c4412b9ff8dea0e0936b81c39af.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/earnings-page/caveman@2x-87989dc113b31eea9fde169f7acaec88ffd11c4412b9ff8dea0e0936b81c39af.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:59	1428/1428	---M--	200	added ('OK')	image/png	etag:%22bfac4839bd55a95761e9b407607f67e0%22	https://public-assets.envato-static.com/assets/common/icons-buttons/warning-b3cc41aec0313ab548b76821ddbeb11fb683276d6c6fcda231d2c7f354be87bd.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/common/icons-buttons/warning-b3cc41aec0313ab548b76821ddbeb11fb683276d6c6fcda231d2c7f354be87bd.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:48:59	1362/1362	---M--	200	added ('OK')	image/png	etag:%22783d4031fe50c3d83c960911e1fbc705%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_sprite-95641a3e1c130816c8ed2ededffbf5df4c74658914da2124df2e34f89513707c.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/fancybox/fancybox_sprite-95641a3e1c130816c8ed2ededffbf5df4c74658914da2124df2e34f89513707c.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:49:00	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22328cc0f6c78211485058d460e80f4fa8%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_loading-4084d1397c6cb05715de996ff5cd4f7bebcb9c2b365b99ebe5f55d77fe6329ab.gif	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/fancybox/fancybox_loading-4084d1397c6cb05715de996ff5cd4f7bebcb9c2b365b99ebe5f55d77fe6329ab.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:49:00	433611/433611	---M--	200	added ('OK')	image/jpeg	etag:%22c583b1fb0aad45411951d15211be3b71%22	https://public-assets.envato-static.com/assets/wordpress-hosting/banner_background-da1b9b0562a9dce09ff9f5a5486c29f5254f1277085a4ae57d682a474e67b144.jpg	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/wordpress-hosting/banner_background-da1b9b0562a9dce09ff9f5a5486c29f5254f1277085a4ae57d682a474e67b144.jpg	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:49:00	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	https://public-assets.envato-static.com/assets/fancybox/blank-6e8ddbcd39cdd88619bd7ad9a69323b8a52b7fd13728152c49f9ce73671b705e.gif	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/fancybox/blank-6e8ddbcd39cdd88619bd7ad9a69323b8a52b7fd13728152c49f9ce73671b705e.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:49:00	1003/1003	---M--	200	added ('OK')	image/png	etag:%2277aeaa52715b898b73c74d68c630330e%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_overlay-416ea0168151a94471c5eb980a02969b0b4be90203bc2e3cb9a1899c3f979a01.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/fancybox/fancybox_overlay-416ea0168151a94471c5eb980a02969b0b4be90203bc2e3cb9a1899c3f979a01.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
19:49:00	6553/6553	---M--	200	added ('OK')	image/png	etag:%22ed9970ce22242421e66ff150aa97fe5f%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_sprite@2x-2eba1ab393d42ca60d838f0945d25995c3c1e2085e837b48e7740dd7405e4068.png	C:/Users/akshay%20p/Desktop/web%20designing%20sample/day%201/callum/public-assets.envato-static.com/assets/fancybox/fancybox_sprite@2x-2eba1ab393d42ca60d838f0945d25995c3c1e2085e837b48e7740dd7405e4068.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-c1ec31cbe7b2ae50beeed162aa8b77d33a525df8d059550f71186d2534bf0774.css)
